,product id:,id_rec,score
0,48102821,56365197,0.508126331456319
1,48102821,22413470,0.5042862960811241
2,48102821,52333193,0.49140254679786854
3,48102821,56885678,0.48855021730514714
4,48102821,26348659,0.4829348544512361
5,48102821,52889826,0.481912860553341
6,48102821,48273751,0.47910401908537753
7,48102821,35373097,0.47534347400928223
8,52333193,52889826,0.944063123766429
9,52333193,35373097,0.8881698218568312
10,52333193,26348659,0.8821472529004768
11,52333193,72928043,0.8584879484003938
12,52333193,48273751,0.7450681085476328
13,52333193,22413470,0.711508686740609
14,52333193,56365197,0.693757131730687
15,52333193,56885678,0.6669481285306832
16,299461,299431,0.911025501577981
17,299461,389145,0.6610045976551857
18,299461,203734,0.6046731982459184
19,299461,54665,0.5994685541745849
20,299461,899588,0.5313243539687856
21,299461,74267277,0.5299651053689212
22,299461,171745,0.5268890425197685
23,299461,23362701,0.5258679994957005
24,57440329,54680052,0.4310697389906404
25,57440329,24408779,0.4155091981773291
26,57440329,11239836,0.36266704957217766
27,57440329,72801647,0.31321003915459833
28,57440329,15595231,0.31237252439661595
29,57440329,65395332,0.30813334526662034
30,57440329,58298176,0.30786390317073037
31,57440329,73242961,0.3052822345898546
32,38458616,46623654,0.6578943430707183
33,38458616,23459272,0.6547132406619176
34,38458616,12567795,0.6431207519056553
35,38458616,55049362,0.5608117754597604
36,38458616,41195639,0.47652380597202
37,38458616,7347125,0.4597449900934826
38,38458616,52244173,0.45737622777864856
39,38458616,44009404,0.43282130057578044
40,12567795,46623654,0.9098871967595044
41,12567795,23459272,0.9061939076409725
42,12567795,38458616,0.6431207519056553
43,12567795,7347125,0.490196496453673
44,12567795,55049362,0.4770833252418272
45,12567795,41195639,0.42256651314617905
46,12567795,70772235,0.42234905390009647
47,12567795,52089160,0.4207607787570478
48,4897521,643138,0.5094520158653348
49,4897521,25770121,0.44565777069567974
50,4897521,14785024,0.43767511550133475
51,4897521,1011522,0.4341912056871181
52,4897521,10576733,0.3807468893357151
53,4897521,55469774,0.37967437225641354
54,4897521,73922514,0.3768761621940355
55,4897521,55925516,0.3723291421629752
56,47321729,41318362,0.6503193439379037
57,47321729,46841782,0.5291329307021673
58,47321729,48493605,0.46815084823093106
59,47321729,46824399,0.4530761859666844
60,47321729,65395332,0.4057832262845363
61,47321729,59322576,0.401664767801978
62,47321729,49337807,0.3826541373177058
63,47321729,59090334,0.3795650987588758
64,2638665,23368835,0.9077089827814138
65,2638665,591960,0.8938089700826417
66,2638665,19408798,0.45388095923099403
67,2638665,31602057,0.3838804887442619
68,2638665,55469774,0.3434238780469366
69,2638665,23476288,0.33833551794839345
70,2638665,855600,0.33648375076035447
71,2638665,12618638,0.3218476265036373
72,25078249,4312979,0.5319577650242595
73,25078249,54665,0.4837345183685771
74,25078249,389145,0.4534309000058846
75,25078249,55897,0.4480447155976889
76,25078249,203734,0.4262960896569982
77,25078249,691576,0.42588111055120936
78,25078249,8159079,0.4236855056474172
79,25078249,916784,0.4105390481666948
80,389145,54665,0.7725219297733493
81,389145,203734,0.7456338000173134
82,389145,74267277,0.7091573557547318
83,389145,299431,0.6804713235976597
84,389145,299461,0.6610045976551857
85,389145,4312979,0.586180007285601
86,389145,55897,0.5472477866602927
87,389145,515551,0.5300369205472486
88,180912,208248,0.702339037251903
89,180912,11241055,0.5277565434427745
90,180912,588800,0.489387122642317
91,180912,359483,0.48754887827378596
92,180912,595655,0.4838929441942754
93,180912,122012,0.44985180874544567
94,180912,515551,0.44095790658505235
95,180912,359484,0.4354768459275563
96,7820533,23852057,0.6296792522561314
97,7820533,15079790,0.6005341110195661
98,7820533,59322576,0.596964707935302
99,7820533,65395332,0.5923392542197669
100,7820533,45123323,0.5235507636641681
101,7820533,32586832,0.5177347720469743
102,7820533,44231732,0.5030028419347481
103,7820533,53447698,0.4969497388742885
104,1600005,74141526,0.338386919625711
105,1600005,59418162,0.3235645752753279
106,1600005,19408798,0.322353008641995
107,1600005,7320225,0.31827688600212245
108,1600005,31602057,0.31562279650641356
109,1600005,74623725,0.31205686513415914
110,1600005,70772235,0.3076381452459512
111,1600005,55469774,0.30678698289961936
112,356188,11921226,0.9830964045933035
113,356188,233129,0.5466802120930104
114,356188,2462825,0.5210104613188477
115,356188,554912,0.5200906472321631
116,356188,55897,0.5002678625060165
117,356188,916764,0.49374136283740455
118,356188,916784,0.4853641177634396
119,356188,4312979,0.463588443518778
120,8141868,25062191,0.599065197695194
121,8141868,51668332,0.5954507154968262
122,8141868,51668230,0.5740002571881037
123,8141868,48483174,0.5428587276171555
124,8141868,43017581,0.526636543288557
125,8141868,7589409,0.5253037162912142
126,8141868,8003987,0.5120577170848982
127,8141868,19772753,0.509908138710011
128,71523843,57524517,0.6052336023041855
129,71523843,72290186,0.5287278149550758
130,71523843,78010530,0.4966037746990966
131,71523843,53447698,0.4897873410979546
132,71523843,65395332,0.4388726061192454
133,71523843,45661782,0.42170459296263835
134,71523843,35460128,0.4144630215508191
135,71523843,12716267,0.4126340957162715
136,51593115,53978256,0.8929867367253539
137,51593115,56799815,0.8708110352412983
138,51593115,67709566,0.6364037364592885
139,51593115,57447641,0.40989137711453877
140,51593115,81926706,0.3088724916688768
141,51593115,14519500,0.2773404770891602
142,51593115,54056610,0.27731172781326413
143,51593115,55457074,0.25087817730972706
144,855018,680611,0.7562891753571316
145,855018,855600,0.5940753438392066
146,855018,126003,0.5331120005477609
147,855018,126000,0.5072662397092974
148,855018,35726908,0.46970327992871624
149,855018,125781,0.4610759197347507
150,855018,29572815,0.4304041525202021
151,855018,126697,0.4254969728073648
152,58215473,14868418,0.5474258242725878
153,58215473,58298489,0.5222226409165504
154,58215473,16860936,0.5090589419550788
155,58215473,58291928,0.483310959231788
156,58215473,76309587,0.44959893749192975
157,58215473,56885678,0.3074451997952102
158,58215473,52333193,0.2898998771559462
159,58215473,22413470,0.28804546805528647
160,19419738,54710061,0.5115238172528236
161,19419738,77125504,0.4169795955761966
162,19419738,15129417,0.3717703843340131
163,19419738,46156090,0.3387024114852205
164,19419738,11676550,0.3015418076751065
165,19419738,51352620,0.2949075734162803
166,19419738,21459682,0.2815935654335739
167,19419738,51092786,0.2739655362969065
168,51884751,59322576,0.6553685433134567
169,51884751,68793627,0.6289677908789157
170,51884751,59084364,0.6263579280176261
171,51884751,54383925,0.5143852828391255
172,51884751,48091364,0.4422767973382283
173,51884751,54680052,0.42855209587426263
174,51884751,58671786,0.42631634453191075
175,51884751,48100590,0.42401180864976473
176,8159799,8023300,0.9982212662953195
177,8159799,23515481,0.7265499077968769
178,8159799,1714729,0.7092923760518495
179,8159799,20017816,0.616180685836063
180,8159799,24989957,0.6117345318385038
181,8159799,38151960,0.598215161367112
182,8159799,19800169,0.5922924928939758
183,8159799,13918145,0.5623330511368148
184,35373097,26348659,0.9931318972662301
185,35373097,52889826,0.9629330129039202
186,35373097,72928043,0.9378117404138037
187,35373097,52333193,0.8881698218568312
188,35373097,48273751,0.7312032956830197
189,35373097,22413470,0.6715329138891599
190,35373097,56365197,0.6533505422580542
191,35373097,56885678,0.6430771300233383
192,79857302,79887552,0.6503606634049893
193,79857302,80133022,0.6421143329404635
194,79857302,79952488,0.5889493687787707
195,79857302,56365197,0.5074136512334899
196,79857302,80030065,0.5036409002581531
197,79857302,79965318,0.47272173450519506
198,79857302,22413470,0.45222882520733065
199,79857302,70772235,0.45031297132898107
200,49105034,72801647,0.24186903809017163
201,49105034,74989061,0.2304256324370625
202,49105034,73242961,0.22929013807696882
203,49105034,74860089,0.22844374596894879
204,49105034,54385590,0.22662279273951996
205,49105034,58298176,0.22020113183911488
206,49105034,11239836,0.21870591434913594
207,49105034,67858243,0.21376978231065824
208,73821826,44611291,0.4345093427364187
209,73821826,74750613,0.31774214264094225
210,73821826,75323380,0.29884493524134403
211,73821826,74810915,0.29846556862201895
212,73821826,75321775,0.2969254691682427
213,73821826,62263771,0.2853454524742296
214,73821826,44012841,0.2849576522619673
215,73821826,16718181,0.27641112266268036
216,54017350,1324787,0.6392711540476246
217,54017350,1059170,0.6129626229201351
218,54017350,3220163,0.6081121714940896
219,54017350,28252100,0.5536216063492212
220,54017350,11477102,0.552892558652895
221,54017350,74246209,0.534480823067828
222,54017350,255023,0.5200092666426932
223,54017350,60039590,0.4793777030347079
224,916784,916764,0.8288106079293621
225,916784,4312979,0.6208989700968368
226,916784,55897,0.5829281585113723
227,916784,233129,0.5728690622834617
228,916784,691576,0.5686296982871728
229,916784,203734,0.561529558409418
230,916784,2462825,0.5336354360635164
231,916784,233157,0.5330882444046042
232,21017060,34414903,0.7545822173510409
233,21017060,62715859,0.4672346331770214
234,21017060,52333193,0.456189104727053
235,21017060,21261078,0.4501301245547762
236,21017060,52889826,0.4465285909506286
237,21017060,35373097,0.4460520078012638
238,21017060,26348659,0.4386624523612817
239,21017060,50319688,0.4322225578407969
240,35723184,62715859,0.8675791352556548
241,35723184,56365197,0.5520879961867365
242,35723184,21261078,0.4981104087155394
243,35723184,79965318,0.47337402414622115
244,35723184,52333193,0.4616848657616387
245,35723184,50319688,0.4519364511327433
246,35723184,52889826,0.4477648173368462
247,35723184,35373097,0.44680196345574213
248,1714729,38144690,0.7328321983276086
249,1714729,8023300,0.7149627990641446
250,1714729,8159799,0.7092923760518495
251,1714729,23515481,0.6690924142328215
252,1714729,38151960,0.6251261927518004
253,1714729,19800169,0.5961673175777802
254,1714729,13918145,0.5854264837008359
255,1714729,24989957,0.5588926340586233
256,76480235,77162112,0.8401627013158148
257,76480235,67709566,0.38898984075535636
258,76480235,55457074,0.33314951958765665
259,76480235,77348600,0.2783666013853846
260,76480235,53978256,0.27147862496952263
261,76480235,54056610,0.24549832685151338
262,76480235,57447641,0.23000580604066967
263,76480235,56799815,0.22867732378718045
264,68088752,71893707,0.9864138000339705
265,68088752,71907010,0.9772764574405313
266,68088752,71896003,0.9617260371976476
267,68088752,45070823,0.5711560295935101
268,68088752,7817447,0.5028420818632313
269,68088752,54638603,0.499443940135072
270,68088752,68025746,0.4875239677535917
271,68088752,52631369,0.48337428093572793
272,75643830,8122678,0.5829889918326031
273,75643830,13151476,0.568058935335375
274,75643830,13151574,0.5674338071971475
275,75643830,8122699,0.5603673336960506
276,75643830,56597141,0.5308965078057933
277,75643830,73187624,0.5156411096124119
278,75643830,56612173,0.5132184340551281
279,75643830,73861888,0.5130435217735076
280,11477102,74246209,0.8783035077473709
281,11477102,1059170,0.7539570132169826
